               time      dR_m      dT_m      dN_m
2024-01-01T12:06:00  0.002213 -0.014738 -0.004433
2024-01-01T12:07:00  0.001596 -0.018736 -0.003533
2024-01-01T12:08:00  0.001970 -0.017587 -0.003894
2024-01-01T12:09:00  0.001502 -0.013782 -0.003211
2024-01-01T12:10:00  0.001041 -0.017697 -0.002575
2024-01-01T12:11:00  0.000126 -0.016112 -0.002262
2024-01-01T12:12:00 -0.000047 -0.013280 -0.002349
2024-01-01T12:13:00  0.000379 -0.017057 -0.000996
2024-01-01T12:14:00 -0.000584 -0.015263 -0.001029
2024-01-01T12:15:00 -0.000476 -0.011977 -0.001142
2024-01-01T12:16:00 -0.000223 -0.016357 -0.000819
2024-01-01T12:17:00 -0.000888 -0.015355 -0.000301
2024-01-01T12:18:00 -0.001271 -0.011248 -0.000701
2024-01-01T12:19:00 -0.001227 -0.015041 -0.001342
2024-01-01T12:20:00 -0.001856 -0.015136 -0.001458
2024-01-01T12:21:00 -0.002473 -0.012160 -0.001024
2024-01-01T12:22:00 -0.002535 -0.015672 -0.001998
2024-01-01T12:23:00 -0.002470 -0.014941 -0.002131
2024-01-01T12:24:00 -0.003403 -0.015356 -0.002332
2024-01-01T12:25:00 -0.002936 -0.009945 -0.002316
2024-01-01T12:26:00 -0.002610 -0.014037 -0.001824
2024-01-01T12:27:00 -0.002801 -0.015111 -0.001702
2024-01-01T12:28:00 -0.003088 -0.009852 -0.001363
2024-01-01T12:29:00 -0.003696 -0.013183 -0.002111
2024-01-01T12:30:00 -0.004296 -0.014478 -0.001544
2024-01-01T12:31:00 -0.003873 -0.007900 -0.001151
2024-01-01T12:32:00 -0.003720 -0.012138 -0.001584
2024-01-01T12:33:00 -0.003582 -0.012424 -0.001556
2024-01-01T12:34:00 -0.004644 -0.006628 -0.001575
2024-01-01T12:35:00 -0.004415 -0.009474 -0.001554
2024-01-01T12:36:00 -0.004866 -0.010740 -0.002264
2024-01-01T12:37:00 -0.005070 -0.004608 -0.002091
2024-01-01T12:38:00 -0.004938 -0.008551 -0.002364
2024-01-01T12:39:00 -0.005736 -0.008258 -0.002438
2024-01-01T12:40:00 -0.005945 -0.006834 -0.003759
2024-01-01T12:41:00 -0.006748 -0.006679 -0.003291
2024-01-01T12:42:00 -0.006497 -0.007149 -0.003427
2024-01-01T12:43:00 -0.007195 -0.005829 -0.004317
2024-01-01T12:44:00 -0.006514 -0.003703 -0.005190
2024-01-01T12:45:00 -0.005950 -0.005155 -0.004500
2024-01-01T12:46:00 -0.006453 -0.003217 -0.004933
2024-01-01T12:47:00 -0.005466  0.003186 -0.005631
2024-01-01T12:48:00 -0.005220  0.001816 -0.005561
2024-01-01T12:49:00 -0.005482 -0.002106 -0.006036
2024-01-01T12:50:00 -0.004232  0.004699 -0.006127
2024-01-01T12:51:00 -0.003671  0.003774 -0.007195
2024-01-01T12:52:00 -0.002469  0.000834 -0.007071
2024-01-01T12:53:00 -0.002765  0.001704 -0.007536
2024-01-01T12:54:00 -0.002169  0.005212 -0.008076
2024-01-01T12:55:00 -0.001448  0.000850 -0.007875
2024-01-01T12:56:00 -0.000290  0.002568 -0.008351
2024-01-01T12:57:00  0.000084  0.006354 -0.008022
2024-01-01T12:58:00  0.000782  0.002846 -0.008851
2024-01-01T12:59:00  0.001353  0.002687 -0.008629
2024-01-01T13:00:00  0.001935  0.006473 -0.008834
2024-01-01T13:01:00  0.001416  0.002207 -0.009095
2024-01-01T13:02:00  0.002570  0.002553 -0.009791
2024-01-01T13:03:00  0.003013  0.006308 -0.010158
2024-01-01T13:04:00  0.003322  0.002034 -0.010067
2024-01-01T13:05:00  0.003512  0.002622 -0.010449
2024-01-01T13:06:00  0.004450  0.005558 -0.010722
2024-01-01T13:07:00  0.004583  0.002113 -0.011464
2024-01-01T13:08:00  0.004888  0.001566 -0.010851
2024-01-01T13:09:00  0.004629 -0.000823 -0.011817
2024-01-01T13:10:00  0.005047  0.004568 -0.012342
2024-01-01T13:11:00  0.004818  0.000799 -0.012230
2024-01-01T13:12:00  0.004692 -0.000802 -0.012145
2024-01-01T13:13:00  0.005079  0.003445 -0.013125
2024-01-01T13:14:00  0.005136 -0.000921 -0.013182
2024-01-01T13:15:00  0.005390 -0.003032 -0.011932
2024-01-01T13:16:00  0.004681  0.001334 -0.012579
2024-01-01T13:17:00  0.004636 -0.002814 -0.012829
2024-01-01T13:18:00  0.004410 -0.005752 -0.012350
2024-01-01T13:19:00  0.004120 -0.000815 -0.012328
2024-01-01T13:20:00  0.004640 -0.005637 -0.011723
2024-01-01T13:21:00  0.004222 -0.007300 -0.011880
2024-01-01T13:22:00  0.004335 -0.002067 -0.012304
2024-01-01T13:23:00  0.003499 -0.007011 -0.011986
2024-01-01T13:24:00  0.003512 -0.008648 -0.011722
2024-01-01T13:25:00  0.003121 -0.007779 -0.011988
2024-01-01T13:26:00  0.002499 -0.007728 -0.011620
2024-01-01T13:27:00  0.002563 -0.009874 -0.010613
2024-01-01T13:28:00  0.002299 -0.009215 -0.010353
2024-01-01T13:29:00  0.001675 -0.008599 -0.010035
2024-01-01T13:30:00  0.001692 -0.010039 -0.009198
2024-01-01T13:31:00  0.001317 -0.010285 -0.009709
2024-01-01T13:32:00  0.001109 -0.004812 -0.009294
2024-01-01T13:33:00  0.000823 -0.005933 -0.009091
2024-01-01T13:34:00  0.000550 -0.009780 -0.008267
2024-01-01T13:35:00 -0.000250 -0.004417 -0.007244
2024-01-01T13:36:00 -0.001012 -0.005389 -0.008199
2024-01-01T13:37:00 -0.000857 -0.009354 -0.006273
2024-01-01T13:38:00 -0.000957 -0.008014 -0.006361
2024-01-01T13:39:00 -0.001038 -0.004521 -0.005541
2024-01-01T13:40:00 -0.001876 -0.007865 -0.005328
2024-01-01T13:41:00 -0.001419 -0.006886 -0.004981
2024-01-01T13:42:00 -0.001846 -0.002438 -0.004971
2024-01-01T13:43:00 -0.001967 -0.006175 -0.003345
2024-01-01T13:44:00 -0.002508 -0.004796 -0.003046
2024-01-01T13:45:00 -0.002426 -0.000946 -0.002952
2024-01-01T13:46:00 -0.002742 -0.003929 -0.001858
2024-01-01T13:47:00 -0.003086 -0.003122 -0.001568
2024-01-01T13:48:00 -0.002735  0.001513 -0.001716
2024-01-01T13:49:00 -0.002203 -0.002465 -0.000855
2024-01-01T13:50:00 -0.003119 -0.001570 -0.000112
2024-01-01T13:51:00 -0.003074  0.002391  0.000065
2024-01-01T13:52:00 -0.002799 -0.001738  0.001243
2024-01-01T13:53:00 -0.002456 -0.001075  0.001788
2024-01-01T13:54:00 -0.001286 -0.001752  0.001926
2024-01-01T13:55:00 -0.001305  0.003275  0.002320
2024-01-01T13:56:00 -0.001447 -0.000582  0.002649
2024-01-01T13:57:00 -0.001102 -0.001798  0.003340
2024-01-01T13:58:00  0.000261  0.002980  0.004476
2024-01-01T13:59:00  0.000298 -0.000938  0.004286
2024-01-01T14:00:00  0.001472 -0.003755  0.004995
2024-01-01T14:01:00  0.001076  0.001881  0.004622
2024-01-01T14:02:00  0.002024 -0.003245  0.005752
2024-01-01T14:03:00  0.002706 -0.005651  0.005604
2024-01-01T14:04:00  0.003607  0.000084  0.004768
2024-01-01T14:05:00  0.003304 -0.004864  0.006191
2024-01-01T14:06:00  0.004376 -0.006821  0.005267
2024-01-01T14:07:00  0.004494 -0.003020  0.005952
2024-01-01T14:08:00  0.005291 -0.006988  0.006647
2024-01-01T14:09:00  0.005110 -0.009590  0.006536
2024-01-01T14:10:00  0.005216 -0.009507  0.006980
2024-01-01T14:11:00  0.005931 -0.009504  0.006518
2024-01-01T14:12:00  0.005993 -0.012790  0.006749
2024-01-01T14:13:00  0.006086 -0.012772  0.007489
2024-01-01T14:14:00  0.005933 -0.012718  0.007283
2024-01-01T14:15:00  0.005223 -0.013769  0.007565
2024-01-01T14:16:00  0.005451 -0.014171  0.007005
2024-01-01T14:17:00  0.004992 -0.009658  0.006989
2024-01-01T14:18:00  0.004260 -0.011353  0.007009
2024-01-01T14:19:00  0.003954 -0.015623  0.007199
2024-01-01T14:20:00  0.003909 -0.011228  0.007599
2024-01-01T14:21:00  0.003079 -0.012653  0.007273
2024-01-01T14:22:00  0.003313 -0.017603  0.007143
2024-01-01T14:23:00  0.002015 -0.016927  0.006466
2024-01-01T14:24:00  0.001479 -0.013862  0.008088
2024-01-01T14:25:00  0.001253 -0.018898  0.006606
2024-01-01T14:26:00  0.000800 -0.017993  0.007540
2024-01-01T14:27:00 -0.000131 -0.015018  0.007178
2024-01-01T14:28:00  0.000413 -0.018525  0.007158
2024-01-01T14:29:00  0.000123 -0.017794  0.006967
2024-01-01T14:30:00 -0.000085 -0.015389  0.007257
2024-01-01T14:31:00 -0.000464 -0.018542  0.006539
2024-01-01T14:32:00 -0.001149 -0.017479  0.007135
2024-01-01T14:33:00 -0.001518 -0.014282  0.007576
2024-01-01T14:34:00 -0.001181 -0.018017  0.006737
2024-01-01T14:35:00 -0.001940 -0.016606  0.007093
2024-01-01T14:36:00 -0.002203 -0.012409  0.007249
2024-01-01T14:37:00 -0.002328 -0.015760  0.006860
2024-01-01T14:38:00 -0.002748 -0.014571  0.007344
2024-01-01T14:39:00 -0.003454 -0.015283  0.007793
2024-01-01T14:40:00 -0.003164 -0.009927  0.008225
2024-01-01T14:41:00 -0.003514 -0.012370  0.007510
2024-01-01T14:42:00 -0.003448 -0.012476  0.008040
2024-01-01T14:43:00 -0.004399 -0.006111  0.009069
2024-01-01T14:44:00 -0.005417 -0.009915  0.009033
2024-01-01T14:45:00 -0.006346 -0.009432  0.008018
2024-01-01T14:46:00 -0.007231 -0.002747  0.008981
2024-01-01T14:47:00 -0.007078 -0.005534  0.008516
2024-01-01T14:48:00 -0.007102 -0.006179  0.008781
2024-01-01T14:49:00 -0.007794  0.000481  0.008773
2024-01-01T14:50:00 -0.007586 -0.002578  0.008991
2024-01-01T14:51:00 -0.008344 -0.001595  0.008773
2024-01-01T14:52:00 -0.009333  0.004421  0.009526
2024-01-01T14:53:00 -0.009575  0.001807  0.008944
2024-01-01T14:54:00 -0.010216  0.002428  0.007907
2024-01-01T14:55:00 -0.010472  0.003497  0.007882
2024-01-01T14:56:00 -0.010149  0.005651  0.008310
2024-01-01T14:57:00 -0.011720  0.007006  0.008315
2024-01-01T14:58:00 -0.011432  0.008993  0.007174
2024-01-01T14:59:00 -0.011383  0.011246  0.007258
2024-01-01T15:00:00 -0.012322  0.009810  0.006478
2024-01-01T15:01:00 -0.012149  0.012545  0.006164
2024-01-01T15:02:00 -0.010682  0.019135  0.005496
2024-01-01T15:03:00 -0.011397  0.019414  0.005010
2024-01-01T15:04:00 -0.011532  0.017076  0.005475
2024-01-01T15:05:00 -0.010964  0.023696  0.004120
2024-01-01T15:06:00 -0.011703  0.023305  0.004198
2024-01-01T15:07:00 -0.010694  0.021353  0.003567
2024-01-01T15:08:00 -0.009946  0.023772  0.002784
2024-01-01T15:09:00 -0.009192  0.027717  0.002727
2024-01-01T15:10:00 -0.009058  0.024635  0.002081
2024-01-01T15:11:00 -0.008408  0.026458  0.000828
2024-01-01T15:12:00 -0.008234  0.030530  0.000401
2024-01-01T15:13:00 -0.008184  0.027383  0.000428
2024-01-01T15:14:00 -0.007217  0.029444 -0.001260
2024-01-01T15:15:00 -0.006917  0.034495 -0.001713
2024-01-01T15:16:00 -0.006198  0.031407 -0.001856
2024-01-01T15:17:00 -0.005139  0.032995 -0.002898
2024-01-01T15:18:00 -0.004563  0.037191 -0.003443
2024-01-01T15:19:00 -0.004460  0.033978 -0.003370
2024-01-01T15:20:00 -0.003692  0.035530 -0.003689
2024-01-01T15:21:00 -0.002917  0.039211 -0.004496
2024-01-01T15:22:00 -0.002580  0.035845 -0.004295
2024-01-01T15:23:00 -0.001329  0.036593 -0.004286
2024-01-01T15:24:00 -0.000655  0.035559 -0.005256
2024-01-01T15:25:00 -0.000371  0.041250 -0.005951
2024-01-01T15:26:00  0.000576  0.037675 -0.006118
2024-01-01T15:27:00  0.002130  0.036197 -0.006210
2024-01-01T15:28:00  0.002442  0.041788 -0.006530
2024-01-01T15:29:00  0.003243  0.036466 -0.006058
2024-01-01T15:30:00  0.004134  0.034761 -0.006183
2024-01-01T15:31:00  0.005013  0.040262 -0.005772
2024-01-01T15:32:00  0.006579  0.035723 -0.005762
2024-01-01T15:33:00  0.006212  0.033298 -0.005932
2024-01-01T15:34:00  0.007349  0.036497 -0.005719
2024-01-01T15:35:00  0.008033  0.031884 -0.005380
2024-01-01T15:36:00  0.008856  0.029792 -0.005226
2024-01-01T15:37:00  0.008815  0.034082 -0.004326
2024-01-01T15:38:00  0.010184  0.028819 -0.004313
2024-01-01T15:39:00  0.010307  0.025331 -0.003312
2024-01-01T15:40:00  0.011343  0.024079 -0.003285
2024-01-01T15:41:00  0.010475  0.023210 -0.003352
2024-01-01T15:42:00  0.011370  0.020111 -0.002411
2024-01-01T15:43:00  0.011047  0.018797 -0.001717
2024-01-01T15:44:00  0.011636  0.017734 -0.000928
2024-01-01T15:45:00  0.010962  0.014488 -0.001408
2024-01-01T15:46:00  0.011529  0.013059 -0.001171
2024-01-01T15:47:00  0.011254  0.016458 -0.000109
2024-01-01T15:48:00  0.011597  0.012938  0.000640
2024-01-01T15:49:00  0.010809  0.007453  0.000899
2024-01-01T15:50:00  0.011165  0.011717  0.001903
2024-01-01T15:51:00  0.010956  0.008916  0.002700
2024-01-01T15:52:00  0.009732  0.002631  0.002473
2024-01-01T15:53:00  0.009698  0.002512  0.002822
2024-01-01T15:54:00  0.008753  0.003922  0.004389
2024-01-01T15:55:00  0.007866 -0.001090  0.003623
2024-01-01T15:56:00  0.006501 -0.001557  0.004935
2024-01-01T15:57:00  0.005995  0.000486  0.006306
2024-01-01T15:58:00  0.005568 -0.004860  0.006193
2024-01-01T15:59:00  0.004442 -0.005330  0.006203
2024-01-01T16:00:00  0.003481 -0.002724  0.007311
2024-01-01T16:01:00  0.001738 -0.007213  0.007581
2024-01-01T16:02:00  0.001866 -0.007017  0.007447
2024-01-01T16:03:00  0.000827 -0.003969  0.008185
2024-01-01T16:04:00 -0.000029 -0.007819  0.008379
2024-01-01T16:05:00 -0.000943 -0.007710  0.008572
2024-01-01T16:06:00 -0.001899 -0.004981  0.009076
2024-01-01T16:07:00 -0.003210 -0.009405  0.008253
2024-01-01T16:08:00 -0.003050 -0.008171  0.008525
2024-01-01T16:09:00 -0.004226 -0.010330  0.008304
2024-01-01T16:10:00 -0.003709 -0.004086  0.008669
2024-01-01T16:11:00 -0.005154 -0.008111  0.008378
2024-01-01T16:12:00 -0.006135 -0.009392  0.008159
2024-01-01T16:13:00 -0.005613 -0.003720  0.008451
2024-01-01T16:14:00 -0.005783 -0.007243  0.007758
2024-01-01T16:15:00 -0.005280 -0.008676  0.008289
2024-01-01T16:16:00 -0.005812 -0.003197  0.008729
2024-01-01T16:17:00 -0.005249 -0.006337  0.008483
2024-01-01T16:18:00 -0.006309 -0.006562  0.007701
2024-01-01T16:19:00 -0.005646 -0.000327  0.008107
2024-01-01T16:20:00 -0.004802 -0.003650  0.007048
2024-01-01T16:21:00 -0.005382 -0.004287  0.006979
2024-01-01T16:22:00 -0.004633  0.001268  0.006730
2024-01-01T16:23:00 -0.003762 -0.001796  0.006328
2024-01-01T16:24:00 -0.003866 -0.002894  0.006659
2024-01-01T16:25:00 -0.003875 -0.001067  0.005865
2024-01-01T16:26:00 -0.003099 -0.000432  0.005015
2024-01-01T16:27:00 -0.003555 -0.001081  0.004636
2024-01-01T16:28:00 -0.002670 -0.000940  0.004227
2024-01-01T16:29:00 -0.002554  0.001020  0.004134
2024-01-01T16:30:00 -0.002519 -0.000259  0.002240
2024-01-01T16:31:00 -0.002744  0.000818  0.001604
2024-01-01T16:32:00 -0.002511  0.006662  0.001418
2024-01-01T16:33:00 -0.002364  0.004943  0.000508
2024-01-01T16:34:00 -0.001614  0.001874  0.000342
2024-01-01T16:35:00 -0.001228  0.006635  0.000365
2024-01-01T16:36:00 -0.001452  0.005622 -0.000736
2024-01-01T16:37:00 -0.000518  0.000945 -0.001165
2024-01-01T16:38:00 -0.001661  0.001153 -0.001165
2024-01-01T16:39:00 -0.001303  0.005259 -0.001679
2024-01-01T16:40:00 -0.000214  0.000800 -0.001750
2024-01-01T16:41:00 -0.000515  0.001174 -0.002068
2024-01-01T16:42:00  0.000018  0.004139 -0.002723
2024-01-01T16:43:00 -0.000109 -0.000069 -0.003197
2024-01-01T16:44:00  0.000338  0.000257 -0.003104
2024-01-01T16:45:00  0.000118  0.003439 -0.003615
2024-01-01T16:46:00  0.000334 -0.000347 -0.003092
2024-01-01T16:47:00  0.000060 -0.000394 -0.004214
2024-01-01T16:48:00 -0.000175  0.003161 -0.004714
2024-01-01T16:49:00  0.000400 -0.000772 -0.004022
2024-01-01T16:50:00  0.000327 -0.000093 -0.004734
2024-01-01T16:51:00  0.000862  0.003193 -0.004576
2024-01-01T16:52:00  0.000679 -0.001843 -0.004327
2024-01-01T16:53:00  0.000314 -0.000591 -0.005046
2024-01-01T16:54:00  0.001163 -0.001282 -0.005126
2024-01-01T16:55:00  0.000847  0.003780 -0.005530
2024-01-01T16:56:00  0.001377  0.000110 -0.004890
2024-01-01T16:57:00  0.001448 -0.001239 -0.005042
2024-01-01T16:58:00  0.000876  0.004564 -0.006171
2024-01-01T16:59:00  0.001387  0.000302 -0.005242
2024-01-01T17:00:00  0.001863 -0.000158 -0.005295
2024-01-01T17:01:00  0.001435  0.005675 -0.005777
2024-01-01T17:02:00  0.001364  0.001223 -0.005427
2024-01-01T17:03:00  0.002117 -0.000028 -0.004846
2024-01-01T17:04:00  0.001553  0.005675 -0.006178
2024-01-01T17:05:00  0.001688  0.002027 -0.005291
2024-01-01T17:06:00  0.001777  0.001065 -0.004874
2024-01-01T17:07:00  0.002518  0.007280 -0.005297
2024-01-01T17:08:00  0.001516  0.003041 -0.005064
2024-01-01T17:09:00  0.002154  0.001787 -0.004772
2024-01-01T17:10:00  0.002296  0.002179 -0.003890
2024-01-01T17:11:00  0.001944  0.003491 -0.003820
2024-01-01T17:12:00  0.002287  0.002144 -0.002880
2024-01-01T17:13:00  0.002568  0.003295 -0.003290
2024-01-01T17:14:00  0.002091  0.004606 -0.003386
2024-01-01T17:15:00  0.002108  0.001840 -0.001884
2024-01-01T17:16:00  0.002431  0.002802 -0.001998
2024-01-01T17:17:00  0.001682  0.008403 -0.002595
2024-01-01T17:18:00  0.002192  0.005966 -0.001510
2024-01-01T17:19:00  0.002489  0.000943 -0.001999
2024-01-01T17:20:00  0.003041  0.006867 -0.001474
2024-01-01T17:21:00  0.002360  0.005307 -0.001688
2024-01-01T17:22:00  0.002767  0.001277 -0.001430
2024-01-01T17:23:00  0.002633  0.000450 -0.001171
2024-01-01T17:24:00  0.003137  0.003757 -0.001262
2024-01-01T17:25:00  0.003587 -0.001006 -0.001243
2024-01-01T17:26:00  0.003116 -0.000747 -0.001089
2024-01-01T17:27:00  0.002896  0.002742 -0.000280
2024-01-01T17:28:00  0.002797 -0.002301  0.000319
2024-01-01T17:29:00  0.003114 -0.002147  0.000633
2024-01-01T17:30:00  0.003181  0.001660  0.000869
2024-01-01T17:31:00  0.003525 -0.003037  0.000850
2024-01-01T17:32:00  0.002967 -0.003676  0.001769
2024-01-01T17:33:00  0.003357 -0.000194  0.001967
2024-01-01T17:34:00  0.002183 -0.004613  0.002329
2024-01-01T17:35:00  0.002305 -0.004999  0.001777
2024-01-01T17:36:00  0.002624 -0.001341  0.002353
2024-01-01T17:37:00  0.002900 -0.005728  0.002857
2024-01-01T17:38:00  0.002509 -0.005350  0.002534
2024-01-01T17:39:00  0.001465 -0.006959  0.002866
2024-01-01T17:40:00  0.001440 -0.002042  0.003088
2024-01-01T17:41:00  0.001404 -0.005564  0.002935
2024-01-01T17:42:00  0.001020 -0.006817  0.002993
2024-01-01T17:43:00  0.000443 -0.001790  0.003610
2024-01-01T17:44:00  0.000968 -0.005322  0.002940
2024-01-01T17:45:00 -0.000071 -0.007236  0.002934
2024-01-01T17:46:00  0.000121 -0.001513  0.003126
2024-01-01T17:47:00  0.000081 -0.005948  0.002570
2024-01-01T17:48:00  0.000672 -0.006808  0.002639
2024-01-01T17:49:00 -0.000398 -0.002222  0.003011
2024-01-01T17:50:00  0.000326 -0.005227  0.001826
2024-01-01T17:51:00  0.000706 -0.006756  0.001434
2024-01-01T17:52:00  0.000066 -0.001146  0.002420
2024-01-01T17:53:00  0.000382 -0.005295  0.000406
2024-01-01T17:54:00  0.000744 -0.005363  0.000226
2024-01-01T17:55:00  0.000619 -0.005320 -0.000217
2024-01-01T17:56:00  0.001196 -0.003749  0.000344
2024-01-01T17:57:00  0.001342 -0.005598 -0.000804
2024-01-01T17:58:00  0.001270 -0.004165 -0.000725
2024-01-01T17:59:00  0.001954 -0.003085 -0.001376
2024-01-01T18:00:00  0.001650 -0.004011 -0.001503
2024-01-01T18:01:00  0.002462 -0.003689 -0.001934
2024-01-01T18:02:00  0.001738  0.001748 -0.001122
2024-01-01T18:03:00  0.002221  0.000520 -0.002917
2024-01-01T18:04:00  0.002353 -0.003128 -0.002970
2024-01-01T18:05:00  0.002282  0.001880 -0.002596
2024-01-01T18:06:00  0.002085  0.001097 -0.003417
2024-01-01T18:07:00  0.001728 -0.003162 -0.003997
2024-01-01T18:08:00  0.001800 -0.002621 -0.003783
2024-01-01T18:09:00  0.002464  0.000667 -0.005020
2024-01-01T18:10:00  0.002277 -0.003663 -0.004633
2024-01-01T18:11:00  0.002491 -0.003448 -0.004777
2024-01-01T18:12:00  0.002164 -0.000730 -0.004813
2024-01-01T18:13:00  0.002675 -0.004490 -0.005456
2024-01-01T18:14:00  0.002459 -0.005141 -0.005426
2024-01-01T18:15:00  0.002361 -0.002172 -0.005612
2024-01-01T18:16:00  0.002691 -0.005861 -0.004798
2024-01-01T18:17:00  0.002186 -0.005602 -0.005493
2024-01-01T18:18:00  0.003397 -0.002700 -0.005078
2024-01-01T18:19:00  0.003061 -0.006777 -0.004473
2024-01-01T18:20:00  0.002309 -0.006946 -0.004621
2024-01-01T18:21:00  0.002651 -0.004431 -0.004108
2024-01-01T18:22:00  0.003578 -0.008606 -0.003003
2024-01-01T18:23:00  0.002802 -0.008279 -0.003513
2024-01-01T18:24:00  0.002886 -0.009665 -0.003044
2024-01-01T18:25:00  0.002828 -0.005292 -0.002658
2024-01-01T18:26:00  0.003249 -0.009162 -0.002837
2024-01-01T18:27:00  0.002538 -0.011222 -0.002143
2024-01-01T18:28:00  0.003392 -0.006894 -0.001306
2024-01-01T18:29:00  0.003351 -0.010626 -0.000452
2024-01-01T18:30:00  0.003159 -0.012691 -0.000584
2024-01-01T18:31:00  0.002453 -0.007576  0.000326
2024-01-01T18:32:00  0.002842 -0.012242  0.000729
2024-01-01T18:33:00  0.002462 -0.013321  0.000479
2024-01-01T18:34:00  0.001876 -0.009422  0.000584
2024-01-01T18:35:00  0.001460 -0.012176  0.000937
2024-01-01T18:36:00  0.002027 -0.013254  0.002280
2024-01-01T18:37:00  0.002042 -0.008823  0.002054
2024-01-01T18:38:00  0.001155 -0.013165  0.002676
2024-01-01T18:39:00  0.001484 -0.014466  0.003403
2024-01-01T18:40:00  0.001457 -0.013431  0.003552
2024-01-01T18:41:00  0.000821 -0.012401  0.003774
2024-01-01T18:42:00  0.001033 -0.013710  0.003607
2024-01-01T18:43:00  0.001276 -0.012943  0.004302
2024-01-01T18:44:00 -0.000282 -0.012704  0.004079
2024-01-01T18:45:00  0.000658 -0.013578  0.003831
2024-01-01T18:46:00 -0.000248 -0.012303  0.004258
2024-01-01T18:47:00 -0.001097 -0.006987  0.003572
2024-01-01T18:48:00 -0.000659 -0.007878  0.004388
2024-01-01T18:49:00 -0.001343 -0.011780  0.003463
2024-01-01T18:50:00 -0.001690 -0.006531  0.003024
2024-01-01T18:51:00 -0.001922 -0.006552  0.003254
2024-01-01T18:52:00 -0.002400 -0.009668  0.003177
2024-01-01T18:53:00 -0.002931 -0.008518  0.002166
2024-01-01T18:54:00 -0.002809 -0.006236  0.001294
2024-01-01T18:55:00 -0.004168 -0.009791  0.000983
2024-01-01T18:56:00 -0.003525 -0.008327  0.000740
2024-01-01T18:57:00 -0.004511 -0.005196  0.000657
2024-01-01T18:58:00 -0.004295 -0.008288 -0.000019
2024-01-01T18:59:00 -0.003599 -0.007233 -0.000120
2024-01-01T19:00:00 -0.003996 -0.004270 -0.001036
2024-01-01T19:01:00 -0.004753 -0.008220 -0.002020
2024-01-01T19:02:00 -0.004350 -0.007332 -0.003074
2024-01-01T19:03:00 -0.004793 -0.003448 -0.003989
2024-01-01T19:04:00 -0.005649 -0.006205 -0.004530
2024-01-01T19:05:00 -0.004509 -0.005423 -0.004430
2024-01-01T19:06:00 -0.005144 -0.001494 -0.004943
2024-01-01T19:07:00 -0.005581 -0.005226 -0.005204
2024-01-01T19:08:00 -0.005629 -0.003339 -0.005567
2024-01-01T19:09:00 -0.005476 -0.005170 -0.006363
2024-01-01T19:10:00 -0.005086  0.001499 -0.006535
2024-01-01T19:11:00 -0.004996 -0.002574 -0.006408
2024-01-01T19:12:00 -0.005638 -0.003765 -0.007555
2024-01-01T19:13:00 -0.005761  0.002542 -0.007171
2024-01-01T19:14:00 -0.005791  0.000272 -0.007177
2024-01-01T19:15:00 -0.005395 -0.002169 -0.006914
2024-01-01T19:16:00 -0.005587  0.004101 -0.007798
2024-01-01T19:17:00 -0.005540  0.001146 -0.007574
2024-01-01T19:18:00 -0.005699  0.000230 -0.007296
2024-01-01T19:19:00 -0.005062  0.007097 -0.007349
2024-01-01T19:20:00 -0.005317  0.003400 -0.006351
2024-01-01T19:21:00 -0.004561  0.001767 -0.007118
2024-01-01T19:22:00 -0.004919  0.007862 -0.006123
2024-01-01T19:23:00 -0.004469  0.005196 -0.006098
2024-01-01T19:24:00 -0.003103  0.003815 -0.006114
2024-01-01T19:25:00 -0.003054  0.005509 -0.006354
2024-01-01T19:26:00 -0.002706  0.006890 -0.005604
2024-01-01T19:27:00 -0.002084  0.005443 -0.005354
2024-01-01T19:28:00 -0.001558  0.006617 -0.005386
2024-01-01T19:29:00 -0.000742  0.008151 -0.004827
2024-01-01T19:30:00  0.000035  0.006263 -0.005240
2024-01-01T19:31:00  0.000564  0.007664 -0.004611
2024-01-01T19:32:00  0.001453  0.012960 -0.005097
2024-01-01T19:33:00  0.001141  0.012103 -0.005622
2024-01-01T19:34:00  0.001434  0.008752 -0.005061
2024-01-01T19:35:00  0.002907  0.013882 -0.004826
2024-01-01T19:36:00  0.003412  0.011675 -0.005151
2024-01-01T19:37:00  0.002908  0.007678 -0.005068
2024-01-01T19:38:00  0.003498  0.008839 -0.004581
2024-01-01T19:39:00  0.004293  0.011150 -0.004836
2024-01-01T19:40:00  0.004025  0.006401 -0.004360
2024-01-01T19:41:00  0.004963  0.006491 -0.003993
2024-01-01T19:42:00  0.004977  0.009930 -0.003036
2024-01-01T19:43:00  0.004843  0.004861 -0.002504
2024-01-01T19:44:00  0.005080  0.005409 -0.001174
2024-01-01T19:45:00  0.005592  0.008480 -0.001188
2024-01-01T19:46:00  0.006286  0.002432 -0.001040
2024-01-01T19:47:00  0.006338  0.003263 -0.000049
2024-01-01T19:48:00  0.005893  0.006048  0.001126
2024-01-01T19:49:00  0.005842  0.000400  0.001949
2024-01-01T19:50:00  0.006523  0.000222  0.001994
2024-01-01T19:51:00  0.006024  0.002883  0.003172
2024-01-01T19:52:00  0.005672 -0.001950  0.004176
2024-01-01T19:53:00  0.006478 -0.002676  0.004027
2024-01-01T19:54:00  0.006734 -0.005196  0.005044
2024-01-01T19:55:00  0.007070 -0.001022  0.006267
2024-01-01T19:56:00  0.007002 -0.006204  0.007164
